response;sexe;age;profession
Si la France légalise il y aura ou des coffee shop comme en hollande ou des magasins de vente à emporter comme au Canada où même en Espagne avec des normes, des contrôles de qualité  , les produit seront donc de meilleur qualitée que dans la rue donc pourquoi continuer à acheter dehor ? Si la France légalise , le marchée noir aura moin dintérêt.. après biensur il existera toujours comme il peu y avoir des trafic dalcool ou de cigarettes.;Un homme;18 à 29 ans;Artisans, commerçants et chefs d'entreprises
Tous les dispositifs répressifs de police judiciaire ou administrative mises en place dans la lutte contre le cannabis provient d'une diabolisation d'une substance, certes dangereuse à l'excès mais comme le tabac ou l'alcool, sachant que le cannabis consommé qualitativement (dû fait d'une probable légalisation) ne peut causer de décès alors même que le tabac et l'alcool font de nombreux morts chaque année. Je ne parle même pas de la situation de la sécurité sociale et des antidépresseurs par les citoyens français.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
"Le dispositif actuel n'as aucun impact sur la production au marché noir, la répression ayant échoué a diminuer le nombre de consommateurs, la demande est très présente et la seule offre disponible est le marché noir, impossible de cultiver sois même ou de se fournir chez un fournisseur fiable. Les causes sont donc un produit de qualité non régulé, et une impossibilité pour les consommateurs de se fournir autrement, cela a donc un impact plus ""positif"" que négatif pour les vendeurs.";Un homme;Moins de 18 ans;Cadres et professions intellectuelles supérieures
économie parallèle préjudiciable à l'économie nationale et surtout pas de traçabilité  Si vous comparez la consommation de cannabis avec la consommation de tabac ou d'alcool, c'est que tous ces produits sont dangereux donc pourquoi laisser la fourniture d'un de ces produits aux dealers? Légaliser le cannabis , c'est , à mon sens, éradiquer tout le rapport des gangsters avec la population jeune qui préfère s'adonner à ce traffic plutôt que de chercher un boulot payé au smic ! Tout est lié;Une femme;65 à 74 ans;Retraités
"Le trafic de cannabis n'existe que par l'interdiction de sa commercialisation. Il y aurait probablement des activités de substitution pour pallier la perte de ce marché, mais la vraie question est d'avoir une cohérence dans le traitement des substances pouvant être nocives pour la santé : tabac, alcool, cannabis. 
La répression est déresponsabilisante, l'éducation lui est toujours préférable. On ne peut pas construire une société mature sur les seules interdictions, qui ne font qu'exacerber le sentiment d'infantilisation en plus des trafics.";Un homme;50 à 64 ans;Cadres et professions intellectuelles supérieures
Si la lutte  contre les trafics consiste aujourd'hui a  délivrer des amendes de 200  pour les petits consommateurs ce n'est que pure hypocrisie vs encore une fois la gestion de l'alcool ou du tabac. Une  démarche de régulation du marché par la gestion entre l'offre et la demande me paraitrait plus efficace qu'une  répression pure et dure  qui n'a pas globalement montré son efficacité et me parait encore une fois d'un autre temps (Et qui n'y arrivera pas quoiqu'en disent certains!);Un homme;50 à 64 ans;Cadres et professions intellectuelles supérieures
"Plus jeune, j'ai été un gros consommateur de cannabis et en fonction de mes déplacements liés aux études puis au travail, j'ai dû aller ""choper"" à différents endroits. Dans les banlieues proches de Paris (et en province), on trouve littéralement des super marchés de la drogue. Ils ont leurs petites boutiques en bas de leur immeuble avec presque la bénédiction de la police qui de toute façon ne peut pas faire grands choses contre eux sur leur territoire. UN GROS NON.";Un homme;30 à 39 ans;Employés
Le trafic est trop omniprésent. Il mobilise sans cesse des forces de lordre qui pourrait être utilisées a dautres endroits (notamment en centre ville, je ne sais pas quand est la dernière fois que les politiques ont essayé de se déplacer dans paris mais cest devenu une jungle. Aucun respect des limitations de vitesse, voitures et moto qui brûlent les feux rouges, prennent des sens interdits. Pendant ce temps on tape sur les jeunes de banlieue pour 2g dherbe. Cest ridicule;Un homme;30 à 39 ans;Employés
Le  dispositif actuel ne fera que punir le consommateur en lui infligeant une amende. De fait, un consommateur d'une famille pauvre se retrouvera confronté à un problème financier qui l'invitera surtout dans le futur à consommer dans un espace privé. Une personne riche quant à elle ne sera pas touchée à la même mesure, donc est même plus à même à recommencer dehors. L'amende n'incite pas à fumer moins, mais à mieux se cacher et différencie encore plus les classes sociales.;Un homme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
Non, on voit des règlements de compte à ce sujet tous les jours dans la presse. La légalisation permettrait de faire diminuer les trafics et la violence qui en découle (c'est quand même triste de devoir fermer une crèche à cause de trafiquants et de voir l'impuissance de la police face à ces situations) et de rapporter de l'argent à l'État (qui en a vraiment besoin en ce moment) afin d'avoir plus de moyen pour informer et encadrer son usage.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
"Le trafic existe pour plusieurs raisons. La demande est importante, les français sont les plus grands consommateurs de cannabis d'Europe, c'est donc un marché qui peut brasser beaucoup d'argent. Pour les vendeurs, il représente un apport d'argent important et peut être une solution facile. 
Le dispositif actuel n'est axé quasiment que sur la pénalisation et très peu sur l'accès aux soins, contrairement à nos voisins qui ont démontré des succès dans la baisse de la criminalité et des dommages liés.";Une femme;18 à 29 ans;Employés
"Non, la répression ne lutte en rien contre le trafic. En ayant recours à elle, nos hommes politiques refusent de ce pencher plus sérieusement sur la question et la situation reste la même, voire empire. Si les gens se réfugie dans le trafic c est parcequ ils n ont pas le choix, qu ils vivent dans la précarité. On peut ""frapper"" autant qu on veut un précaire mais si son seul gagne pain est le trafic alors il y restera.";Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
"Non. Un trafiquant écroué, un nouveau qui se met en place.
Il semble que la gestion actuelle retranche les trafiquants et augmente l'insécurité des zones dédiées.
Le temps n'est plus à la chasse mais à l'intégration pour luter contre la banalisation d'un produit dont les dangers sont proches de ceux de l'alcool.
Je reconnais que l'acceptation de cette situation et ce type de questions posées semblent repondre à la demande du consommateur actuel et est à l'honneur de notre gouvernement.";Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Aucune possibilité de précision de réponse n'étant donnée aux questions ci-dessous sur les risques, retour dans le présent encart. Le terme de risque est trop large car il existe certes des risques basiques de santé, dépendance, psychologiques mais aussi tous les risques induits par le trafic et cette tentaculaire économie parallèle en place sur la construction de notre socièté, de son éthique, des modèles pour tous nos enfants, du vivre ensemble etc. Donc ma gradation du risque est en conséquence.;Une femme;40 à 49 ans;Cadres et professions intellectuelles supérieures
La est un des pays d'Europe où la consommation de cannabis et la plus importante et en particulier chez les jeunes.  D'autre part cela n'a pas nuit non plus au trafic. La politique répressive de la France a fait la preuve de son inefficacité, les addictologues, les policiers le disent, les chiffres de la délinquance l'atteste.... Le maintien d'une telle politique publique répressive est seulement le fait d'une posture politique et l'absence de courage a initier un vrai débat national.;Un homme;50 à 64 ans;Cadres et professions intellectuelles supérieures
"La lutte contre la précarité me semble bien plus efficace contre le trafic que la lutte explicitement faite contre le deal. 
Il est néanmoins vrai qu'il peut exister un climat d'insécurité, réelle ou ressentie je ne sais pas, associée au trafic, qui mérite un traitement spécifique. Cependant, l'usage de méthode holistique: médiation + réinsertion + travail sur la population générale des quartiers me paraît plus efficace en tant qu'atrice de terrain, bien qu'évidemment plus coûteuse. Comme généralement les méthodes efficaces.";Une femme;18 à 29 ans;Professions intermédiaires
Comme je l'ai dit plus haut, c'est totalement l'inverse qui s'est produit en France à cause de cette trop grosse répression et un manque cruel de sensibilisation sur cette substance. D'ailleurs je pense que les gâteaux bourré de sucre que des mômes de 5 ans mangent à longueur de journée est plus dangereux que le travailleur qui s'allument un joint après sa journée de taf. La France à diaboliser la consommation de cannabis et ça se retourne contre elle aujourd'hui.;Une femme;18 à 29 ans;Autres personnes sans activité professionnelle
